S10000,A3,B2,C0,D4
S10001,A0,B2,C4,D3
S10002,A4,B0,C0,D1
S10003,A4,B4,C1,D3
S10004,A0,B4,C4,D4
S10005,A1,B3,C1,D4
S10006,A1,B3,C2,D0
S10007,A0,B0,C3,D0
S10008,A1,B3,C3,D1
S10009,A0,B3,C3,D0
S100010,A3,B1,C3,D0
S100011,A1,B4,C4,D4
S100012,A3,B1,C0,D2
S100013,A1,B1,C4,D0
S100014,A3,B0,C3,D4
S100015,A2,B4,C3,D3
S100016,A3,B3,C4,D2
S100017,A2,B3,C1,D1
S100018,A3,B4,C4,D0
S100019,A2,B1,C3,D0
S100020,A2,B2,C4,D2
S100021,A0,B0,C0,D1
S100022,A3,B3,C3,D3
S100023,A0,B3,C4,D4
S100024,A4,B2,C1,D0
S100025,A2,B1,C0,D2
S100026,A1,B3,C0,D1
S100027,A3,B2,C1,D2
S100028,A0,B1,C3,D2
S100029,A3,B1,C3,D2
S100030,A2,B1,C1,D2
S100031,A2,B1,C2,D1
S100032,A1,B0,C4,D3
S100033,A4,B3,C2,D3
S100034,A0,B1,C3,D1
S100035,A1,B1,C1,D2
S100036,A4,B2,C0,D2
S100037,A1,B4,C3,D0
S100038,A0,B2,C0,D2
S100039,A1,B0,C2,D0
S100040,A4,B1,C4,D1
S100041,A2,B0,C4,D0
S100042,A1,B4,C4,D3
S100043,A3,B4,C2,D4
S100044,A4,B4,C2,D2
S100045,A4,B0,C2,D3
S100046,A2,B3,C0,D4
S100047,A3,B0,C3,D2
S100048,A1,B0,C3,D2
S100049,A2,B3,C4,D1
S100050,A0,B3,C4,D4
S100051,A1,B4,C3,D1
S100052,A4,B1,C2,D2
S100053,A3,B3,C3,D4
S100054,A4,B4,C2,D1
S100055,A0,B3,C2,D2
S100056,A1,B3,C4,D3
S100057,A4,B3,C2,D3
S100058,A2,B2,C2,D4
S100059,A0,B4,C2,D3
S100060,A4,B1,C4,D3
S100061,A4,B3,C1,D3
S100062,A3,B3,C3,D1
S100063,A3,B1,C2,D3
S100064,A0,B3,C2,D0
S100065,A2,B2,C4,D3
S100066,A1,B0,C4,D0
S100067,A0,B3,C4,D3
S100068,A1,B0,C1,D3
S100069,A2,B3,C1,D4
S100070,A1,B4,C1,D3
S100071,A0,B2,C3,D4
S100072,A3,B0,C1,D2
S100073,A1,B1,C4,D3
S100074,A0,B1,C2,D4
S100075,A4,B4,C2,D1
S100076,A1,B4,C0,D2
S100077,A2,B3,C1,D0
S100078,A0,B2,C2,D1
S100079,A4,B4,C3,D3
S100080,A3,B3,C1,D1
S100081,A4,B2,C1,D0
S100082,A0,B2,C2,D2
S100083,A0,B3,C4,D0
S100084,A1,B4,C3,D1
S100085,A2,B3,C4,D1
S100086,A4,B0,C1,D0
S100087,A4,B0,C1,D3
S100088,A3,B4,C4,D3
S100089,A3,B2,C1,D0
S100090,A4,B3,C1,D1
S100091,A4,B3,C4,D3
S100092,A0,B4,C4,D3
S100093,A0,B4,C1,D0
S100094,A1,B1,C4,D2
S100095,A2,B1,C2,D0
S100096,A0,B2,C4,D0
S100097,A4,B1,C3,D4
S100098,A4,B1,C0,D2
S100099,A3,B1,C4,D1
S1000100,A2,B0,C2,D1
S1000101,A1,B2,C0,D1
S1000102,A3,B1,C4,D0
S1000103,A2,B0,C1,D1
S1000104,A0,B1,C1,D3
S1000105,A0,B1,C3,D4
S1000106,A4,B2,C4,D2
S1000107,A2,B3,C1,D1
S1000108,A0,B0,C4,D1
S1000109,A1,B1,C3,D2
S1000110,A1,B4,C4,D4
S1000111,A0,B4,C4,D3
S1000112,A4,B4,C4,D2
S1000113,A1,B0,C0,D2
S1000114,A1,B3,C0,D0
S1000115,A3,B3,C0,D0
S1000116,A0,B4,C1,D4
S1000117,A0,B3,C2,D3
S1000118,A2,B3,C2,D4
S1000119,A0,B4,C4,D3
S1000120,A4,B4,C3,D4
S1000121,A4,B1,C3,D2
S1000122,A0,B2,C0,D2
S1000123,A1,B0,C2,D1
S1000124,A1,B2,C4,D4
S1000125,A1,B3,C2,D0
S1000126,A0,B3,C0,D1
S1000127,A1,B3,C2,D4
S1000128,A3,B1,C1,D3
S1000129,A0,B4,C4,D4
S1000130,A3,B0,C0,D4
S1000131,A0,B0,C2,D2
S1000132,A3,B3,C3,D0
S1000133,A3,B2,C0,D0
S1000134,A3,B0,C4,D4
S1000135,A1,B4,C2,D2
S1000136,A2,B1,C2,D4
S1000137,A3,B2,C1,D0
S1000138,A2,B1,C3,D2
S1000139,A2,B3,C2,D3
S1000140,A2,B3,C4,D4
S1000141,A1,B0,C4,D4
S1000142,A0,B1,C2,D0
S1000143,A3,B0,C3,D4
S1000144,A4,B2,C3,D1
S1000145,A1,B0,C0,D3
S1000146,A3,B2,C1,D4
S1000147,A2,B0,C0,D0
S1000148,A2,B2,C4,D4
S1000149,A0,B3,C0,D4
S1000150,A1,B4,C0,D3
S1000151,A2,B2,C3,D4
S1000152,A3,B4,C0,D1
S1000153,A1,B3,C4,D2
S1000154,A2,B3,C3,D1
S1000155,A1,B0,C1,D2
S1000156,A2,B1,C3,D4
S1000157,A2,B3,C0,D4
S1000158,A3,B1,C1,D0
S1000159,A3,B2,C2,D4
S1000160,A4,B1,C3,D4
S1000161,A1,B0,C0,D1
S1000162,A4,B0,C4,D3
S1000163,A1,B3,C4,D4
S1000164,A3,B2,C4,D4
S1000165,A0,B0,C0,D0
S1000166,A1,B3,C0,D2
S1000167,A2,B1,C2,D4
S1000168,A4,B3,C1,D4
S1000169,A4,B2,C3,D1
S1000170,A3,B3,C4,D3
S1000171,A4,B4,C1,D0
S1000172,A3,B3,C3,D3
S1000173,A0,B4,C4,D1
S1000174,A1,B1,C2,D2
S1000175,A0,B4,C4,D3
S1000176,A2,B1,C0,D0
S1000177,A2,B1,C0,D1
S1000178,A2,B0,C1,D1
S1000179,A1,B0,C2,D2
S1000180,A1,B0,C4,D0
S1000181,A1,B3,C4,D4
S1000182,A1,B3,C1,D1
S1000183,A0,B3,C2,D2
S1000184,A3,B3,C4,D1
S1000185,A4,B3,C1,D1
S1000186,A2,B4,C0,D4
S1000187,A0,B3,C4,D4
S1000188,A1,B1,C4,D3
S1000189,A4,B0,C4,D4
S1000190,A1,B1,C3,D4
S1000191,A1,B1,C4,D4
S1000192,A4,B3,C0,D2
S1000193,A2,B1,C1,D1
S1000194,A2,B2,C4,D4
S1000195,A2,B3,C4,D4
S1000196,A1,B3,C2,D1
S1000197,A0,B3,C4,D0
S1000198,A4,B4,C3,D0
S1000199,A0,B4,C1,D4
S1000200,A1,B1,C2,D2
S1000201,A2,B1,C2,D1
S1000202,A3,B0,C3,D3
S1000203,A0,B4,C4,D3
S1000204,A2,B2,C0,D4
S1000205,A3,B3,C4,D0
S1000206,A0,B2,C4,D4
S1000207,A1,B0,C1,D0
S1000208,A1,B2,C2,D4
S1000209,A0,B2,C3,D4
S1000210,A0,B1,C0,D2
S1000211,A4,B3,C3,D1
S1000212,A4,B3,C4,D1
S1000213,A4,B4,C4,D2
S1000214,A1,B3,C0,D0
S1000215,A4,B1,C1,D1
S1000216,A1,B2,C4,D0
S1000217,A3,B3,C1,D3
S1000218,A0,B4,C3,D1
S1000219,A3,B1,C1,D4
S1000220,A0,B3,C1,D3
S1000221,A0,B1,C0,D3
S1000222,A0,B2,C0,D4
S1000223,A0,B2,C3,D3
S1000224,A2,B3,C2,D4
S1000225,A3,B0,C4,D3
S1000226,A2,B4,C1,D1
S1000227,A0,B4,C0,D3
S1000228,A1,B3,C0,D0
S1000229,A4,B3,C1,D4
S1000230,A3,B0,C2,D1
S1000231,A3,B0,C1,D0
S1000232,A3,B1,C2,D3
S1000233,A2,B2,C0,D4
S1000234,A4,B1,C4,D3
S1000235,A2,B2,C2,D4
S1000236,A0,B2,C1,D3
S1000237,A1,B3,C3,D0
S1000238,A4,B4,C1,D2
S1000239,A0,B4,C0,D3
S1000240,A0,B0,C1,D2
S1000241,A4,B1,C2,D2
S1000242,A2,B1,C4,D4
S1000243,A2,B1,C3,D2
S1000244,A0,B4,C2,D1
S1000245,A3,B0,C4,D0
S1000246,A1,B4,C3,D4
S1000247,A3,B4,C4,D0
S1000248,A4,B1,C1,D0
S1000249,A3,B0,C3,D0
S1000250,A4,B3,C3,D3
S1000251,A2,B2,C2,D1
S1000252,A1,B0,C2,D0
S1000253,A3,B0,C4,D0
S1000254,A2,B2,C2,D4
S1000255,A2,B2,C3,D0
S1000256,A0,B2,C0,D4
S1000257,A0,B4,C3,D1
S1000258,A3,B1,C1,D0
S1000259,A0,B4,C0,D2
S1000260,A2,B2,C1,D2
S1000261,A2,B4,C2,D3
S1000262,A2,B3,C4,D1
S1000263,A2,B0,C3,D2
S1000264,A3,B3,C0,D4
S1000265,A2,B0,C4,D2
S1000266,A0,B1,C0,D3
S1000267,A1,B1,C4,D1
S1000268,A3,B1,C4,D2
S1000269,A3,B4,C1,D1
S1000270,A4,B0,C4,D4
S1000271,A4,B0,C2,D1
S1000272,A0,B0,C2,D4
S1000273,A0,B0,C2,D4
S1000274,A1,B2,C2,D2
S1000275,A3,B0,C0,D0
S1000276,A0,B2,C1,D4
S1000277,A4,B3,C1,D4
S1000278,A2,B0,C4,D4
S1000279,A2,B0,C0,D4
S1000280,A1,B2,C3,D0
S1000281,A1,B4,C1,D1
S1000282,A2,B1,C3,D3
S1000283,A3,B3,C4,D1
S1000284,A3,B2,C2,D2
S1000285,A3,B3,C0,D0
S1000286,A1,B2,C0,D3
S1000287,A4,B0,C4,D1
S1000288,A4,B2,C3,D4
S1000289,A0,B0,C3,D3
S1000290,A1,B0,C4,D4
S1000291,A1,B1,C2,D1
S1000292,A0,B3,C4,D1
S1000293,A1,B1,C4,D4
S1000294,A4,B0,C2,D0
S1000295,A0,B0,C3,D1
S1000296,A1,B1,C2,D3
S1000297,A2,B3,C0,D3
S1000298,A4,B3,C2,D2
S1000299,A1,B2,C2,D4
S1000300,A0,B1,C0,D0
S1000301,A2,B3,C0,D0
S1000302,A4,B1,C0,D3
S1000303,A4,B1,C0,D0
S1000304,A1,B2,C2,D2
S1000305,A2,B2,C0,D2
S1000306,A4,B2,C0,D1
S1000307,A1,B2,C0,D1
S1000308,A0,B1,C0,D4
S1000309,A4,B0,C1,D2
S1000310,A4,B4,C0,D1
S1000311,A2,B3,C3,D3
S1000312,A4,B2,C2,D2
S1000313,A4,B0,C3,D2
S1000314,A3,B3,C0,D1
S1000315,A0,B3,C2,D4
S1000316,A4,B4,C1,D1
S1000317,A2,B0,C4,D0
S1000318,A1,B3,C1,D0
S1000319,A0,B4,C4,D2
S1000320,A3,B1,C2,D3
S1000321,A2,B0,C0,D4
S1000322,A3,B4,C1,D2
S1000323,A0,B3,C4,D1
S1000324,A2,B2,C2,D3
S1000325,A2,B2,C1,D0
S1000326,A2,B4,C2,D0
S1000327,A0,B2,C1,D4
S1000328,A3,B3,C1,D2
S1000329,A3,B2,C4,D4
S1000330,A0,B1,C0,D2
S1000331,A3,B1,C2,D2
S1000332,A2,B4,C4,D4
S1000333,A1,B1,C0,D2
S1000334,A4,B3,C1,D3
S1000335,A1,B4,C3,D3
S1000336,A0,B2,C3,D2
S1000337,A2,B1,C2,D0
S1000338,A4,B0,C2,D1
S1000339,A4,B4,C0,D2
S1000340,A0,B1,C4,D0
S1000341,A3,B0,C3,D0
S1000342,A4,B4,C0,D2
S1000343,A3,B3,C0,D2
S1000344,A3,B4,C2,D3
S1000345,A4,B2,C4,D4
S1000346,A2,B3,C2,D1
S1000347,A2,B1,C2,D4
S1000348,A4,B0,C4,D3
S1000349,A3,B2,C0,D2
S1000350,A4,B0,C1,D4
S1000351,A1,B2,C2,D3
S1000352,A4,B4,C1,D0
S1000353,A1,B2,C0,D2
S1000354,A3,B3,C2,D1
S1000355,A3,B0,C3,D0
S1000356,A3,B1,C0,D0
S1000357,A3,B2,C1,D0
S1000358,A3,B0,C1,D0
S1000359,A0,B4,C3,D0
S1000360,A2,B4,C1,D2
S1000361,A0,B1,C2,D3
S1000362,A0,B3,C1,D1
S1000363,A1,B2,C1,D2
S1000364,A1,B0,C0,D0
S1000365,A3,B1,C2,D2
S1000366,A1,B4,C0,D3
S1000367,A3,B1,C2,D1
S1000368,A2,B4,C2,D3
S1000369,A2,B4,C2,D2
S1000370,A0,B3,C1,D1
S1000371,A0,B4,C0,D2
S1000372,A0,B1,C0,D3
S1000373,A0,B3,C2,D0
S1000374,A2,B0,C3,D1
S1000375,A2,B0,C4,D4
S1000376,A3,B0,C1,D3
S1000377,A2,B4,C0,D3
S1000378,A4,B3,C2,D1
S1000379,A3,B0,C2,D1
S1000380,A2,B2,C0,D3
S1000381,A3,B3,C2,D3
S1000382,A1,B3,C4,D1
S1000383,A0,B2,C1,D1
S1000384,A4,B3,C4,D2
S1000385,A4,B4,C0,D2
S1000386,A3,B4,C4,D0
S1000387,A3,B4,C4,D1
S1000388,A3,B4,C4,D1
S1000389,A3,B1,C0,D1
S1000390,A0,B0,C1,D4
S1000391,A4,B4,C2,D4
S1000392,A4,B0,C4,D1
S1000393,A4,B4,C4,D4
S1000394,A0,B2,C2,D2
S1000395,A3,B4,C0,D4
S1000396,A0,B1,C3,D1
S1000397,A4,B1,C2,D3
S1000398,A2,B2,C4,D1
S1000399,A0,B2,C3,D2
S1000400,A4,B3,C4,D1
S1000401,A0,B4,C3,D4
S1000402,A3,B4,C2,D2
S1000403,A2,B2,C3,D2
S1000404,A3,B3,C0,D0
S1000405,A1,B0,C0,D2
S1000406,A2,B4,C4,D3
S1000407,A0,B2,C2,D0
S1000408,A1,B1,C1,D1
S1000409,A0,B0,C2,D2
S1000410,A3,B2,C4,D3
S1000411,A2,B4,C2,D2
S1000412,A0,B4,C0,D3
S1000413,A0,B2,C1,D4
S1000414,A2,B1,C3,D3
S1000415,A4,B4,C2,D4
S1000416,A4,B4,C0,D2
S1000417,A3,B1,C2,D0
S1000418,A4,B2,C4,D3
S1000419,A2,B4,C0,D3
S1000420,A4,B1,C1,D0
S1000421,A4,B2,C2,D0
S1000422,A1,B0,C4,D1
S1000423,A0,B0,C1,D1
S1000424,A3,B3,C2,D0
S1000425,A0,B1,C4,D1
S1000426,A3,B4,C4,D4
S1000427,A3,B4,C4,D3
S1000428,A3,B1,C3,D2
S1000429,A1,B2,C1,D3
S1000430,A1,B3,C1,D1
S1000431,A0,B4,C0,D0
S1000432,A1,B1,C3,D3
S1000433,A3,B1,C2,D1
S1000434,A0,B3,C2,D1
S1000435,A1,B1,C2,D0
S1000436,A4,B1,C2,D0
S1000437,A4,B1,C1,D4
S1000438,A4,B4,C4,D3
S1000439,A4,B2,C4,D4
S1000440,A1,B1,C0,D1
S1000441,A3,B0,C0,D2
S1000442,A4,B2,C3,D4
S1000443,A0,B3,C2,D1
S1000444,A0,B2,C3,D2
