S10000,A4,B5,C1,D2
S10001,A4,B2,C4,D2
S10002,A0,B1,C5,D5
S10003,A1,B1,C5,D4
S10004,A0,B1,C2,D4
S10005,A2,B1,C0,D4
S10006,A5,B4,C2,D5
S10007,A3,B2,C1,D3
S10008,A4,B4,C2,D0
S10009,A0,B2,C5,D1
S100010,A3,B3,C3,D4
S100011,A2,B5,C0,D5
S100012,A3,B1,C3,D3
S100013,A0,B1,C5,D4
S100014,A2,B3,C4,D1
S100015,A5,B2,C1,D1
S100016,A5,B4,C3,D4
S100017,A4,B3,C4,D0
S100018,A3,B4,C4,D3
S100019,A5,B0,C1,D2
S100020,A2,B4,C0,D3
S100021,A4,B5,C5,D3
S100022,A3,B1,C1,D3
S100023,A5,B3,C5,D4
S100024,A4,B3,C1,D5
S100025,A1,B1,C3,D2
S100026,A2,B1,C5,D5
S100027,A1,B3,C2,D3
S100028,A5,B5,C0,D0
S100029,A5,B0,C2,D2
S100030,A1,B2,C0,D3
S100031,A0,B5,C0,D2
S100032,A4,B4,C5,D5
S100033,A5,B1,C1,D2
S100034,A3,B1,C1,D5
S100035,A5,B4,C5,D1
S100036,A5,B4,C0,D3
S100037,A3,B3,C1,D3
S100038,A0,B3,C3,D3
S100039,A5,B1,C4,D1
S100040,A4,B5,C4,D3
S100041,A3,B0,C0,D2
S100042,A4,B2,C2,D5
S100043,A1,B2,C4,D4
S100044,A4,B4,C1,D0
S100045,A3,B1,C0,D3
S100046,A0,B0,C3,D1
S100047,A1,B0,C5,D0
S100048,A3,B0,C2,D3
S100049,A5,B1,C5,D4
S100050,A4,B3,C1,D4
S100051,A3,B3,C0,D5
S100052,A2,B0,C0,D0
S100053,A0,B2,C2,D3
S100054,A1,B4,C2,D3
S100055,A4,B0,C2,D3
S100056,A0,B0,C0,D2
S100057,A4,B0,C3,D2
S100058,A0,B4,C0,D5
S100059,A4,B4,C0,D0
S100060,A2,B0,C5,D4
S100061,A1,B5,C3,D0
S100062,A4,B5,C4,D4
S100063,A3,B1,C0,D1
S100064,A1,B5,C1,D4
S100065,A0,B3,C1,D0
S100066,A5,B0,C2,D5
S100067,A0,B2,C5,D2
S100068,A2,B1,C1,D4
S100069,A5,B4,C2,D1
S100070,A5,B2,C4,D3
S100071,A1,B0,C0,D2
S100072,A2,B4,C3,D2
S100073,A5,B5,C5,D3
S100074,A3,B3,C4,D1
S100075,A2,B5,C5,D0
S100076,A1,B3,C4,D5
S100077,A2,B3,C1,D1
S100078,A1,B5,C5,D1
S100079,A0,B3,C3,D2
S100080,A5,B4,C3,D2
S100081,A3,B2,C4,D1
S100082,A2,B3,C5,D2
S100083,A3,B2,C2,D4
S100084,A4,B4,C3,D5
S100085,A3,B0,C5,D1
S100086,A1,B4,C3,D2
S100087,A0,B4,C1,D3
S100088,A1,B5,C4,D1
S100089,A4,B5,C1,D1
S100090,A3,B3,C2,D2
S100091,A3,B1,C1,D3
S100092,A0,B3,C0,D3
S100093,A1,B5,C3,D0
S100094,A3,B1,C1,D1
S100095,A0,B5,C4,D5
S100096,A2,B2,C4,D1
S100097,A0,B0,C0,D0
S100098,A1,B3,C3,D5
S100099,A3,B2,C2,D3
S1000100,A0,B5,C3,D4
S1000101,A2,B4,C3,D2
S1000102,A2,B5,C5,D5
S1000103,A1,B2,C3,D5
S1000104,A1,B4,C5,D4
S1000105,A4,B5,C4,D0
S1000106,A4,B1,C2,D2
S1000107,A4,B1,C3,D4
S1000108,A0,B5,C1,D3
S1000109,A3,B5,C4,D3
S1000110,A5,B4,C2,D2
S1000111,A4,B3,C5,D5
S1000112,A1,B4,C4,D5
S1000113,A1,B1,C2,D3
S1000114,A3,B0,C5,D0
S1000115,A3,B5,C1,D2
S1000116,A2,B2,C0,D1
S1000117,A5,B4,C1,D0
S1000118,A0,B0,C4,D0
S1000119,A4,B5,C3,D1
S1000120,A0,B0,C1,D0
S1000121,A1,B2,C4,D1
S1000122,A0,B3,C2,D1
S1000123,A0,B3,C1,D4
S1000124,A0,B1,C0,D0
S1000125,A1,B3,C1,D1
S1000126,A4,B1,C5,D4
S1000127,A2,B4,C1,D0
S1000128,A5,B3,C0,D4
S1000129,A5,B0,C2,D5
S1000130,A5,B0,C4,D1
S1000131,A1,B4,C2,D3
S1000132,A3,B0,C4,D0
S1000133,A5,B4,C5,D1
S1000134,A0,B1,C4,D5
S1000135,A4,B4,C4,D3
S1000136,A3,B3,C4,D2
S1000137,A5,B1,C3,D4
S1000138,A1,B3,C0,D4
S1000139,A4,B1,C5,D2
S1000140,A0,B5,C4,D0
S1000141,A1,B1,C5,D3
S1000142,A1,B0,C5,D3
S1000143,A4,B0,C0,D0
S1000144,A0,B4,C4,D2
S1000145,A0,B3,C0,D5
S1000146,A3,B2,C0,D2
S1000147,A3,B4,C2,D4
S1000148,A4,B2,C0,D3
S1000149,A4,B3,C3,D1
S1000150,A4,B0,C1,D0
S1000151,A3,B2,C5,D0
S1000152,A5,B3,C2,D2
S1000153,A3,B3,C5,D1
S1000154,A4,B3,C1,D5
S1000155,A4,B1,C4,D5
S1000156,A0,B1,C2,D3
S1000157,A0,B5,C2,D2
S1000158,A4,B2,C2,D2
S1000159,A0,B4,C3,D1
S1000160,A3,B4,C0,D2
S1000161,A5,B0,C4,D4
S1000162,A5,B2,C1,D5
S1000163,A4,B4,C3,D0
S1000164,A3,B4,C3,D3
S1000165,A5,B4,C1,D0
S1000166,A3,B0,C0,D3
S1000167,A3,B0,C5,D1
S1000168,A3,B5,C2,D5
S1000169,A3,B0,C5,D3
S1000170,A0,B1,C1,D3
S1000171,A0,B5,C2,D3
S1000172,A0,B1,C3,D4
S1000173,A1,B1,C5,D2
S1000174,A1,B3,C5,D2
S1000175,A3,B0,C5,D3
S1000176,A0,B0,C0,D2
S1000177,A0,B2,C0,D0
S1000178,A1,B4,C0,D3
S1000179,A3,B4,C1,D1
S1000180,A5,B2,C4,D0
S1000181,A0,B4,C5,D4
S1000182,A4,B2,C0,D3
S1000183,A4,B2,C1,D1
S1000184,A5,B5,C5,D0
S1000185,A1,B3,C2,D1
S1000186,A4,B1,C1,D2
S1000187,A2,B0,C2,D5
S1000188,A2,B1,C1,D0
S1000189,A4,B2,C0,D1
S1000190,A5,B4,C4,D5
S1000191,A5,B0,C2,D2
S1000192,A1,B2,C4,D2
S1000193,A0,B4,C4,D3
S1000194,A2,B4,C4,D5
S1000195,A0,B0,C4,D2
S1000196,A1,B5,C1,D1
S1000197,A1,B3,C0,D4
S1000198,A4,B1,C3,D2
S1000199,A4,B1,C4,D2
S1000200,A0,B3,C3,D0
S1000201,A5,B3,C4,D5
S1000202,A1,B3,C3,D4
S1000203,A2,B5,C5,D0
S1000204,A2,B1,C0,D5
S1000205,A5,B0,C3,D0
S1000206,A3,B0,C0,D4
S1000207,A1,B4,C3,D3
S1000208,A3,B2,C5,D5
S1000209,A2,B2,C1,D2
S1000210,A0,B1,C3,D0
S1000211,A5,B5,C2,D5
S1000212,A1,B1,C3,D5
S1000213,A0,B3,C5,D2
S1000214,A3,B1,C2,D0
S1000215,A3,B1,C2,D2
S1000216,A1,B5,C4,D0
S1000217,A4,B5,C4,D2
S1000218,A4,B5,C2,D0
S1000219,A5,B1,C0,D3
S1000220,A1,B3,C4,D4
S1000221,A1,B4,C0,D4
S1000222,A0,B2,C5,D2
